img_id,class,x_center,y_center,x_min,y_min,x_max,y_max,width,height
image_549,0,0.784856,0.341346,314,124,339,159,24,35
image_549,0,0.795673,0.501202,317,196,343,221,26,24
image_551,0,0.487981,0.748798,150,297,256,325,106,27
image_551,0,0.686298,0.376202,267,145,303,167,35,21
image_551,0,0.795673,0.254808,303,93,358,119,54,26
image_551,0,0.330529,0.657452,126,260,148,287,22,27
image_551,0,0.200721,0.764423,73,299,92,336,18,37
image_551,0,0.524038,0.280048,211,98,223,134,11,35
image_551,0,0.24399,0.552885,90,221,111,239,21,17
image_551,0,0.11899,0.552885,39,222,58,238,18,16
image_551,0,0.805288,0.596154,326,238,342,258,16,20
image_551,0,0.905048,0.24399,362,92,390,109,27,16
image_551,0,0.792067,0.16226,318,51,339,84,21,33
image_552,0,0.668269,0.389423,260,138,295,184,35,46
image_552,0,0.889423,0.408654,355,145,384,195,28,49
image_552,0,0.783654,0.375,301,144,350,167,48,23
image_553,0,0.655048,0.794471,262,312,281,348,18,36
image_553,0,0.965144,0.832933,387,324,414,369,27,44
image_554,0,0.498798,0.716346,179,277,235,317,55,40
image_554,0,0.772837,0.362981,306,138,337,164,30,26
image_554,0,0.564904,0.366587,213,143,256,162,42,18
image_557,0,0.049279,0.19351,4,49,37,112,33,62
image_559,0,0.370192,0.711538,144,280,162,310,17,29
image_560,0,0.627404,0.509615,247,199,275,223,28,23
image_560,0,0.56851,0.582933,227,233,246,252,18,18
image_560,0,0.885817,0.758413,354,298,381,331,27,33
image_560,0,0.513221,0.763221,202,300,223,333,21,33
image_560,0,0.090144,0.56851,27,219,46,254,18,35
image_560,0,0.774038,0.4375,310,170,332,193,22,23
image_561,0,0.728365,0.272837,279,102,325,125,46,22
image_561,0,0.704327,0.475962,273,186,313,210,40,23
image_562,0,0.183894,0.804087,65,324,86,345,21,21
image_562,0,0.289663,0.045673,105,1,134,36,29,34
image_563,0,0.3125,0.445913,108,173,151,196,42,22
image_563,0,0.147837,0.58774,45,237,78,250,33,13
image_563,0,0.31851,0.728365,112,291,153,313,41,22
image_563,0,0.320913,0.858173,116,345,149,368,33,22
image_563,0,0.713942,0.260817,281,99,311,116,29,16
image_564,0,0.050481,0.6875,4,268,38,303,34,35
image_564,0,0.204327,0.897837,66,359,104,388,37,29
image_564,0,0.018029,0.794471,1,314,14,345,13,30
image_564,0,0.762019,0.903846,301,365,331,385,29,20
image_564,0,0.602163,0.78125,221,316,278,333,56,17
image_564,0,0.90024,0.786058,344,319,403,335,59,16
image_564,0,0.978365,0.513221,398,196,414,229,16,33
image_566,0,0.091346,0.8125,24,326,50,349,26,22
image_566,0,0.074519,0.560096,21,222,39,242,17,20
image_566,0,0.079327,0.268029,21,99,44,124,22,24
image_572,0,0.521635,0.804087,208,320,226,349,17,29
image_572,0,0.629808,0.810096,250,322,274,351,23,28
image_572,0,0.419471,0.808894,163,323,184,348,21,24
image_572,0,0.5,0.71875,193,287,222,310,29,22
image_572,0,0.085337,0.448317,29,173,42,198,13,24
image_572,0,0.926683,0.673077,371,268,400,291,29,23
image_573,0,0.467548,0.623798,182,241,206,277,24,35
image_573,0,0.956731,0.621394,386,239,410,276,23,36
image_573,0,0.957933,0.715144,383,284,414,309,30,24
image_573,0,0.043269,0.728365,4,290,30,314,26,23
image_574,0,0.460337,0.258413,152,98,231,115,79,16
image_574,0,0.233173,0.253606,72,96,121,115,48,18
image_574,0,0.388221,0.847356,153,344,169,361,16,16
image_574,0,0.092548,0.728365,17,293,59,311,42,17
image_575,0,0.520433,0.737981,204,294,229,320,24,26
image_575,0,0.611779,0.75601,247,307,262,322,15,15
image_575,0,0.429087,0.752404,159,304,198,321,39,16
image_575,0,0.073317,0.748798,6,303,53,319,47,16
image_576,0,0.259615,0.320913,87,117,127,148,40,30
image_576,0,0.06851,0.325721,8,118,49,151,41,33
image_576,0,0.288462,0.491587,108,194,132,215,23,21
image_576,0,0.408654,0.490385,158,195,182,213,23,17
image_576,0,0.491587,0.784856,193,308,216,345,22,36
image_576,0,0.659856,0.921875,264,371,285,395,21,24
image_576,0,0.854567,0.893029,345,350,364,392,18,42
image_576,0,0.765625,0.75601,309,302,327,327,18,24
image_577,0,0.252404,0.58774,83,232,126,255,42,22
image_577,0,0.094952,0.465144,1,182,78,204,76,22
image_577,0,0.126202,0.19351,31,68,73,93,41,24
image_578,0,0.542067,0.692308,215,276,234,300,18,23
image_578,0,0.052885,0.679087,4,274,40,291,35,16
image_578,0,0.653846,0.753606,248,306,294,321,46,15
image_578,0,0.918269,0.620192,371,248,391,266,20,17
image_578,0,0.721154,0.626202,291,252,308,268,16,16
image_578,0,0.93149,0.336538,364,132,409,146,44,14
image_578,0,0.83774,0.498798,341,197,354,216,13,18
image_578,0,0.620192,0.564904,252,226,262,243,9,16
image_579,0,0.52524,0.427885,207,164,228,192,21,28
image_579,0,0.536058,0.334135,213,125,233,153,20,28
image_579,0,0.778846,0.239183,293,86,354,113,61,27
image_580,0,0.388221,0.68149,151,270,170,295,18,24
image_580,0,0.441106,0.5,175,187,192,228,16,40
image_580,0,0.467548,0.814904,187,311,200,366,13,55
image_580,0,0.944712,0.615385,382,245,404,267,22,22
image_580,0,0.68149,0.504808,275,192,290,228,15,35
image_581,0,0.646635,0.444712,189,178,349,192,159,14
image_581,0,0.776442,0.34976,291,137,353,154,61,16
image_581,0,0.680288,0.639423,269,257,295,274,26,17
image_581,0,0.341346,0.638221,125,255,157,274,31,18
image_581,0,0.848558,0.546875,345,216,361,238,16,21
image_581,0,0.042067,0.551683,7,221,26,238,18,16
image_582,0,0.822115,0.441106,331,163,351,204,20,41
image_582,0,0.278846,0.584135,105,225,125,261,20,35
image_583,0,0.638221,0.354567,234,128,296,165,62,36
image_583,0,0.699519,0.189904,279,65,301,93,22,28
image_583,0,0.454327,0.52524,134,204,244,231,109,27
image_583,0,0.496394,0.707933,174,270,237,319,62,48
image_584,0,0.9375,0.289663,365,106,414,133,48,27
image_584,0,0.891827,0.347356,362,135,379,154,17,18
image_587,0,0.550481,0.652644,215,263,243,278,28,15
image_587,0,0.776442,0.25,313,86,331,121,17,34
image_587,0,0.919471,0.228365,366,84,397,104,30,20
image_588,0,0.632212,0.235577,220,88,306,108,86,20
image_588,0,0.473558,0.347356,183,134,211,155,28,21
image_588,0,0.655048,0.336538,245,131,299,147,53,16
image_589,0,0.395433,0.360577,152,132,177,167,24,35
image_589,0,0.289663,0.33774,92,131,147,148,55,16
image_589,0,0.538462,0.356971,209,132,239,163,29,30
image_590,0,0.792067,0.49399,308,181,349,228,41,47
image_590,0,0.709135,0.740385,272,292,318,324,46,31
image_590,0,0.086538,0.753606,24,294,46,333,22,39
image_590,0,0.675481,0.296875,267,108,295,138,28,29
image_590,0,0.532452,0.292067,208,104,235,137,27,33
image_591,0,0.831731,0.862981,328,349,364,369,35,20
image_592,0,0.205529,0.704327,78,277,93,309,15,31
image_592,0,0.766827,0.793269,307,316,330,342,22,26
image_594,0,0.897837,0.643029,362,243,385,291,22,48
image_594,0,0.951923,0.925481,381,365,410,405,28,40
image_594,0,0.192308,0.442308,70,168,90,200,20,31
image_595,0,0.68149,0.50601,270,193,295,228,24,35
image_595,0,0.564904,0.842548,228,335,242,365,14,30
image_595,0,0.44351,0.872596,177,348,192,377,15,28
image_595,0,0.114183,0.435096,1,170,94,190,93,20
image_595,0,0.123798,0.3125,17,121,85,138,67,16
image_598,0,0.623798,0.418269,231,164,287,182,56,17
image_598,0,0.28125,0.507212,63,202,170,220,107,17
image_598,0,0.347356,0.753606,119,306,170,321,50,15
image_598,0,0.6875,0.334135,277,121,294,157,17,35
image_598,0,0.810096,0.317308,325,121,348,143,22,22
image_598,0,0.804087,0.22476,320,80,349,107,29,27
image_598,0,0.414663,0.21875,164,76,179,105,15,29
image_598,0,0.153846,0.199519,53,72,73,92,20,20
image_598,0,0.356971,0.199519,132,76,163,88,30,11
image_599,0,0.376202,0.578125,145,231,167,249,22,18
image_599,0,0.665865,0.682692,254,274,298,292,43,17
image_599,0,0.938702,0.430288,369,171,411,185,42,14
image_599,0,0.75,0.578125,303,231,320,249,17,18
image_599,0,0.633413,0.58774,253,235,272,252,18,16
image_601,0,0.795673,0.551683,319,213,342,246,22,33
image_601,0,0.944712,0.810096,371,325,415,348,43,23
image_601,0,0.247596,0.449519,91,178,114,195,23,16
image_601,0,0.278846,0.53125,104,210,127,231,22,20
image_601,0,0.960337,0.611779,383,242,416,267,33,24
image_603,0,0.582933,0.316106,227,111,258,152,30,41
image_603,0,0.471154,0.209135,184,69,207,105,22,35
image_603,0,0.259615,0.820913,99,330,115,351,16,21
image_607,0,0.814904,0.669471,317,268,361,287,43,18
image_607,0,0.69351,0.394231,208,156,369,172,160,16
image_607,0,0.354567,0.490385,115,195,178,213,62,17
image_607,0,0.199519,0.481971,50,195,114,205,63,10
image_607,0,0.050481,0.395433,7,156,35,173,28,16
image_607,0,0.721154,0.745192,270,303,330,315,60,11
image_607,0,0.548077,0.745192,213,304,242,314,28,9
image_607,0,0.549279,0.483173,210,192,247,209,36,17
image_607,0,0.954327,0.389423,379,153,414,170,35,16
image_607,0,0.413462,0.66226,139,268,205,283,66,15
image_607,0,0.076923,0.659856,18,270,44,279,26,9
image_609,0,0.335337,0.135817,130,31,149,80,18,48
image_609,0,0.366587,0.258413,136,92,169,121,33,29
image_609,0,0.53125,0.25601,210,91,231,122,20,30
image_609,0,0.331731,0.441106,123,167,153,200,29,33
image_609,0,0.097356,0.44351,23,167,58,202,35,35
image_609,0,0.453125,0.542067,166,208,210,241,44,33
image_609,0,0.746394,0.540865,292,208,327,240,35,31
image_609,0,0.486779,0.623798,195,249,210,268,15,18
image_609,0,0.372596,0.777644,125,313,183,332,57,18
image_609,0,0.146635,0.778846,42,313,80,333,37,20
image_609,0,0.859375,0.694712,349,275,365,303,16,28
image_609,0,0.388221,0.856971,154,342,167,369,13,27
image_609,0,0.206731,0.858173,76,342,96,371,20,28
image_609,0,0.127404,0.860577,47,343,59,372,11,28
image_609,0,0.167067,0.691106,43,282,94,293,50,10
image_609,0,0.777644,0.418269,260,167,386,179,126,11
image_609,0,0.566106,0.84976,228,339,243,368,15,29
image_609,0,0.450721,0.853365,182,340,192,368,9,28
image_609,0,0.018029,0.78125,1,313,14,336,13,22
image_610,0,0.185096,0.300481,62,105,91,145,28,40
image_610,0,0.141827,0.580529,31,232,86,251,54,18
image_610,0,0.145433,0.424279,26,171,95,182,68,10
image_611,0,0.338942,0.620192,126,247,154,267,28,20
image_611,0,0.596154,0.532452,234,213,262,229,28,16
image_611,0,0.920673,0.53125,349,212,416,229,66,16
image_611,0,0.810096,0.61899,294,248,378,265,83,16
image_611,0,0.34375,0.204327,128,70,157,99,29,29
image_611,0,0.516827,0.199519,200,70,229,94,28,23
image_611,0,0.03125,0.198317,2,66,23,97,20,30
image_611,0,0.622596,0.325721,250,119,267,150,16,30
image_614,0,0.300481,0.426683,115,160,135,195,20,35
image_615,0,0.953125,0.860577,382,343,410,372,27,28
image_616,0,0.635817,0.15024,238,28,289,95,50,67
image_616,0,0.41226,0.132212,105,29,238,81,133,52
image_616,0,0.126202,0.105769,1,26,104,60,102,34
image_616,0,0.84976,0.109375,296,28,411,62,114,33
image_618,0,0.073317,0.355769,2,136,57,158,55,22
image_618,0,0.350962,0.47476,124,187,168,208,43,21
image_618,0,0.674279,0.366587,238,143,323,162,85,18
image_618,0,0.692308,0.586538,272,236,304,250,31,14
image_618,0,0.745192,0.701923,299,275,319,307,20,31
image_618,0,0.465144,0.579327,179,232,206,249,27,16
image_618,0,0.305288,0.390625,118,141,134,183,16,42
image_618,0,0.830529,0.487981,337,194,353,212,16,17
image_621,0,0.069712,0.270433,19,99,39,126,20,27
image_621,0,0.230769,0.344952,2,135,188,151,185,16
image_621,0,0.524038,0.334135,191,131,243,147,52,16
image_621,0,0.128606,0.520433,1,209,106,224,105,15
image_621,0,0.348558,0.519231,131,206,159,226,28,20
image_621,0,0.584135,0.614183,233,244,253,267,20,22
image_621,0,0.408654,0.606971,106,245,233,258,126,13
image_621,0,0.760817,0.602163,287,243,344,256,56,13
image_621,0,0.729567,0.695913,286,282,319,295,33,13
image_621,0,0.366587,0.704327,102,286,203,300,100,14
image_621,0,0.542067,0.698317,206,284,243,295,36,10
image_621,0,0.111779,0.701923,18,283,74,300,55,16
image_621,0,0.814904,0.509615,327,204,351,218,23,14
image_621,0,0.206731,0.78726,75,320,97,335,22,15
image_621,0,0.199519,0.448317,76,172,88,199,11,27
image_621,0,0.50601,0.430288,97,172,324,184,226,11
image_621,0,0.045673,0.438702,2,174,34,190,31,15
image_622,0,0.152644,0.441106,48,175,78,192,29,16
image_622,0,0.794471,0.78125,323,314,336,335,13,20
image_622,0,0.632212,0.858173,212,348,314,365,101,17
image_622,0,0.030048,0.538462,2,205,21,243,18,37
image_622,0,0.665865,0.44351,241,174,311,195,69,21
image_622,0,0.251202,0.875,86,356,122,371,35,14
image_622,0,0.825721,0.876202,320,356,365,372,44,16
image_623,0,0.641827,0.405048,225,145,309,190,83,44
image_623,0,0.364183,0.230769,114,80,189,110,74,29
image_623,0,0.899038,0.609375,332,242,414,264,81,21
image_623,0,0.47476,0.617788,184,244,211,268,27,23
image_623,0,0.822115,0.377404,315,145,367,168,52,22
image_623,0,0.108173,0.504808,34,191,54,229,20,37
image_624,0,0.447115,0.510817,170,181,200,242,29,61
image_624,0,0.590144,0.471154,230,180,260,212,29,31
image_624,0,0.498798,0.377404,196,138,218,176,21,37
image_624,0,0.366587,0.669471,136,257,169,299,33,42
image_624,0,0.645433,0.651442,237,255,300,285,62,29
image_624,0,0.914663,0.825721,345,332,414,354,68,22
image_626,0,0.328125,0.496394,125,190,147,221,22,30
image_626,0,0.294471,0.58774,114,231,130,256,15,24
image_626,0,0.371394,0.588942,145,230,162,258,16,28
image_626,0,0.55649,0.490385,214,191,247,217,33,26
image_626,0,0.658654,0.484375,268,190,280,212,11,21
image_626,0,0.692308,0.5625,263,226,313,241,49,14
image_626,0,0.877404,0.5,359,196,371,219,11,23
image_626,0,0.683894,0.396635,277,148,290,182,13,34
image_626,0,0.90024,0.376202,334,148,413,164,79,15
image_626,0,0.973558,0.490385,397,195,413,213,16,17
image_627,0,0.46274,0.366587,184,139,199,166,15,27
image_627,0,0.588942,0.367788,224,140,264,164,40,23
image_627,0,0.788462,0.367788,320,140,336,164,16,23
image_627,0,0.782452,0.295673,316,108,335,137,18,28
image_627,0,0.320913,0.366587,129,139,136,166,7,27
image_627,0,0.116587,0.621394,35,247,62,268,27,21
image_627,0,0.923077,0.543269,371,219,397,231,26,11
image_627,0,0.459135,0.429087,181,171,201,186,20,15
image_627,0,0.479567,0.472356,184,191,213,202,29,10
image_627,0,0.858173,0.28125,342,108,371,125,28,17
image_631,0,0.600962,0.554087,220,203,280,258,60,55
image_631,0,0.143029,0.719952,36,274,83,325,47,50
image_631,0,0.442308,0.170673,1,59,367,82,366,22
image_633,0,0.123798,0.205529,11,70,91,100,79,29
image_633,0,0.423077,0.11899,144,38,208,59,63,21
image_633,0,0.473558,0.292067,182,108,212,133,29,24
image_633,0,0.792067,0.358173,299,143,358,154,59,11
image_633,0,0.884615,0.448317,349,172,385,199,35,27
image_633,0,0.105769,0.689904,22,275,65,299,42,23
image_633,0,0.200721,0.277644,68,105,98,124,29,18
image_633,0,0.484375,0.189904,180,70,222,87,42,16
image_633,0,0.908654,0.120192,363,35,392,63,29,28
image_634,0,0.479567,0.376202,178,148,219,164,41,16
image_634,0,0.753606,0.480769,294,183,333,215,39,31
image_634,0,0.192308,0.078125,1,23,159,41,158,18
image_638,0,0.123798,0.332933,14,77,88,200,74,122
image_638,0,0.179087,0.792067,55,312,94,345,39,33
image_638,0,0.362981,0.358173,140,118,162,179,22,60
image_638,0,0.540865,0.766827,215,294,233,343,17,48
image_638,0,0.141827,0.034856,2,1,115,28,112,27
image_638,0,0.507212,0.052885,203,4,219,40,16,35
image_638,0,0.262019,0.652644,98,253,118,288,20,35
image_640,0,0.307692,0.294471,92,115,162,128,69,13
image_640,0,0.15625,0.396635,34,158,95,172,60,14
image_640,0,0.451923,0.40625,127,160,248,177,120,17
image_640,0,0.269231,0.394231,98,159,126,169,28,9
image_640,0,0.375,0.490385,125,198,186,210,61,11
image_640,0,0.323317,0.652644,126,255,141,286,15,30
image_640,0,0.552885,0.5,215,202,245,213,29,11
image_640,0,0.539663,0.298077,211,115,236,132,24,17
image_640,0,0.046875,0.709135,5,288,33,302,27,14
image_640,0,0.032452,0.451923,2,182,24,193,22,11
image_640,0,0.957933,0.302885,383,119,414,133,30,14
image_640,0,0.675481,0.296875,267,115,295,131,28,15
image_642,0,0.481971,0.227163,174,69,225,118,50,48
image_642,0,0.789663,0.221154,283,69,372,115,88,46
image_642,0,0.870192,0.495192,332,191,390,219,57,28
image_642,0,0.253606,0.407452,67,164,144,174,76,10
image_643,0,0.753606,0.21274,298,66,329,109,30,42
image_643,0,0.646635,0.18149,243,64,295,85,52,21
image_643,0,0.669471,0.456731,262,169,293,211,30,42
image_643,0,0.632212,0.302885,251,116,275,136,23,20
image_643,0,0.567308,0.819712,225,316,247,366,22,49
image_643,0,0.747596,0.554087,299,218,322,243,23,24
image_648,0,0.71875,0.382212,277,138,320,180,42,42
image_648,0,0.804087,0.164663,313,50,356,85,42,35
image_648,0,0.296875,0.199519,99,70,147,94,47,23
image_648,0,0.319712,0.479567,118,184,148,213,29,29
image_648,0,0.432692,0.485577,168,187,190,216,22,29
image_648,0,0.373798,0.581731,137,224,173,260,35,35
image_648,0,0.52524,0.753606,198,301,237,326,39,24
image_648,0,0.353365,0.832933,114,336,178,357,63,21
image_648,0,0.591346,0.831731,208,336,283,356,75,20
image_648,0,0.834135,0.682692,340,272,354,294,14,22
image_650,0,0.745192,0.123798,254,40,364,62,109,22
image_650,0,0.133413,0.116587,19,38,90,59,70,21
image_650,0,0.80649,0.795673,323,314,346,346,22,31
image_650,0,0.713942,0.219952,234,85,358,98,124,13
image_651,0,0.387019,0.21274,139,66,182,109,42,42
image_651,0,0.237981,0.215144,87,67,111,110,23,42
image_651,0,0.754808,0.216346,299,68,329,111,29,42
image_651,0,0.56851,0.448317,230,169,243,202,13,33
image_651,0,0.215144,0.447115,80,168,97,202,16,34
image_651,0,0.819712,0.628606,326,251,356,272,29,21
image_651,0,0.088942,0.831731,13,338,59,354,46,16
image_651,0,0.686298,0.776442,262,316,307,328,44,11
image_653,0,0.163462,0.451923,49,163,87,212,37,49
image_653,0,0.078125,0.61899,17,236,47,277,30,41
image_653,0,0.28125,0.735577,106,291,127,320,20,29
image_654,0,0.114183,0.576923,35,222,60,257,24,34
image_654,0,0.307692,0.423077,116,156,138,196,22,40
image_654,0,0.614183,0.418269,238,158,273,188,35,29
image_654,0,0.788462,0.691106,313,267,343,308,29,41
image_654,0,0.28125,0.969952,108,391,125,416,17,24
image_654,0,0.570913,0.96875,227,391,246,414,18,23
image_655,0,0.329327,0.516827,106,199,167,231,60,31
image_655,0,0.534856,0.828125,131,319,314,369,183,50
image_656,0,0.233173,0.296875,86,99,106,147,20,47
image_656,0,0.460337,0.762019,175,297,208,335,33,37
image_656,0,0.121394,0.870192,39,342,61,380,22,37
image_656,0,0.215144,0.876202,80,346,97,382,16,35
image_656,0,0.304087,0.175481,111,63,142,83,30,20
image_656,0,0.135817,0.691106,44,281,67,294,22,13
image_658,0,0.242788,0.24399,68,89,132,112,63,22
image_658,0,0.435096,0.25601,166,91,195,122,29,30
image_658,0,0.741587,0.241587,236,92,381,109,145,16
image_658,0,0.439904,0.34375,176,128,190,157,14,29
image_658,0,0.739183,0.570913,294,220,321,253,27,33
image_658,0,0.640625,0.741587,245,296,287,321,42,24
image_658,0,0.823317,0.734375,321,291,362,319,41,27
image_658,0,0.185096,0.34375,68,127,85,158,16,31
image_658,0,0.188702,0.830529,70,327,86,363,16,35
image_658,0,0.810096,0.546875,323,219,349,235,26,15
image_658,0,0.969952,0.600962,392,242,414,258,21,16
image_658,0,0.044471,0.463942,8,182,27,202,18,20
image_659,0,0.640625,0.403846,229,157,303,177,74,20
image_659,0,0.393029,0.566106,152,231,174,240,22,9
image_659,0,0.445913,0.625,166,254,203,265,36,11
image_659,0,0.686298,0.674279,267,271,303,290,36,18
image_659,0,0.403846,0.746394,159,293,176,326,16,33
image_659,0,0.918269,0.358173,348,138,414,158,66,20
image_659,0,0.914663,0.424279,366,170,393,183,27,13
image_659,0,0.323317,0.508413,123,206,144,215,21,9
image_659,0,0.02524,0.566106,3,225,16,246,13,21
image_659,0,0.0625,0.550481,18,224,33,234,14,9
image_659,0,0.346154,0.463942,139,182,148,202,9,20
image_659,0,0.842548,0.664663,339,269,361,282,22,13
image_661,0,0.669471,0.319712,249,120,306,146,56,26
image_661,0,0.9375,0.689904,365,262,414,312,48,49
image_661,0,0.350962,0.739183,129,299,163,316,34,16
image_661,0,0.774038,0.729567,306,292,336,313,29,21
image_662,0,0.13101,0.102163,3,21,106,62,102,41
image_662,0,0.403846,0.140625,145,23,189,93,43,70
image_662,0,0.709135,0.140625,231,21,359,95,127,73
image_662,0,0.947115,0.300481,372,99,414,151,42,52
image_662,0,0.205529,0.638221,70,250,101,280,30,29
image_662,0,0.242788,0.832933,90,327,110,366,20,39
image_662,0,0.38101,0.83774,147,325,170,370,22,44
image_662,0,0.730769,0.53726,294,205,312,242,17,36
image_662,0,0.876202,0.532452,355,203,374,239,18,36
image_662,0,0.80649,0.504808,316,201,353,219,36,17
image_662,0,0.508413,0.11899,194,19,227,78,33,59
image_662,0,0.939904,0.092548,366,18,416,57,49,39
image_662,0,0.478365,0.519231,184,205,212,227,28,22
image_662,0,0.567308,0.50601,217,202,255,219,37,16
image_662,0,0.210337,0.257212,71,101,104,113,33,11
image_662,0,0.045673,0.265625,2,102,34,118,31,15
image_663,0,0.34976,0.469952,134,190,157,200,22,10
image_663,0,0.501202,0.644231,193,254,223,282,29,28
image_663,0,0.731971,0.649038,293,256,314,282,21,26
image_663,0,0.822115,0.643029,330,252,352,283,22,30
image_663,0,0.668269,0.719952,264,288,290,310,26,22
image_663,0,0.584135,0.719952,235,287,251,312,16,24
image_663,0,0.950721,0.728365,375,293,414,311,39,17
image_663,0,0.96875,0.520433,391,210,414,223,23,13
image_663,0,0.885817,0.295673,320,117,415,128,94,11
image_663,0,0.495192,0.408654,200,157,210,183,9,26
image_663,0,0.289663,0.552885,102,225,137,235,35,9
image_663,0,0.064904,0.669471,15,270,39,286,23,16
image_663,0,0.253606,0.721154,98,288,113,311,15,22
image_663,0,0.042067,0.492788,4,195,29,213,24,17
image_663,0,0.242788,0.467548,86,187,114,200,28,13
image_663,0,0.395433,0.301683,155,116,174,135,18,18
image_663,0,0.473558,0.305288,191,118,203,134,11,16
image_665,0,0.579327,0.371394,176,141,306,166,130,24
image_665,0,0.429087,0.50601,168,193,189,228,21,35
image_665,0,0.164663,0.591346,50,236,85,254,35,17
image_665,0,0.420673,0.58774,163,235,186,252,23,16
image_665,0,0.274038,0.353365,77,138,149,154,72,16
image_665,0,0.336538,0.22476,102,87,176,100,74,13
image_667,0,0.558894,0.330529,217,115,247,160,29,44
image_667,0,0.603365,0.451923,239,170,261,205,22,35
image_667,0,0.659856,0.516827,243,206,306,223,62,16
image_667,0,0.969952,0.433894,391,166,416,193,24,27
image_667,0,0.652644,0.635817,261,246,280,281,18,35
image_667,0,0.533654,0.728365,194,288,249,316,54,28
image_667,0,0.28125,0.635817,105,247,128,280,22,33
image_667,0,0.069712,0.801683,15,324,43,343,28,18
image_667,0,0.331731,0.21274,123,69,153,106,29,36
image_667,0,0.989183,0.331731,407,115,416,161,9,46
image_668,0,0.828125,0.415865,273,158,416,186,143,28
image_668,0,0.438702,0.591346,164,225,200,265,35,40
image_668,0,0.435096,0.706731,166,275,195,313,29,37
image_668,0,0.109375,0.560096,20,218,70,247,50,28
image_668,0,0.877404,0.56851,353,226,376,247,22,21
image_668,0,0.751202,0.68149,284,273,340,292,55,18
image_671,0,0.263221,0.283654,24,96,193,139,169,42
image_671,0,0.951923,0.570913,375,225,416,248,40,22
image_671,0,0.825721,0.757212,322,295,364,335,41,40
image_671,0,0.598558,0.567308,240,220,258,252,17,31
image_671,0,0.75601,0.388221,299,143,330,179,30,35
image_672,0,0.566106,0.626202,203,254,268,267,65,13
image_672,0,0.800481,0.504808,323,197,343,223,20,26
image_672,0,0.063702,0.638221,1,258,52,271,50,13
image_674,0,0.728365,0.189904,277,51,327,106,49,55
image_674,0,0.792067,0.555288,316,214,341,246,24,31
image_674,0,0.972356,0.550481,393,217,416,241,22,23
image_674,0,0.199519,0.55649,58,218,106,243,48,24
image_674,0,0.838942,0.866587,327,347,369,374,42,27
image_674,0,0.039663,0.55649,1,218,30,243,29,24
image_675,0,0.788462,0.375,312,144,344,167,31,23
image_675,0,0.921875,0.375,351,145,416,166,65,20
image_675,0,0.389423,0.778846,148,307,174,339,26,31
image_675,0,0.145433,0.882212,46,351,75,383,29,31
image_675,0,0.704327,0.878606,286,349,300,382,14,33
image_676,0,0.322115,0.288462,111,107,155,133,43,26
image_676,0,0.455529,0.292067,174,107,204,134,29,27
image_676,0,0.575721,0.298077,218,109,260,138,41,29
image_676,0,0.699519,0.28125,282,104,299,130,16,26
image_676,0,0.865385,0.271635,304,103,416,123,112,20
image_679,0,0.390625,0.323317,147,106,177,161,29,55
image_679,0,0.411058,0.444712,157,163,185,207,28,43
image_679,0,0.385817,0.576923,148,218,171,261,22,43
image_679,0,0.050481,0.776442,7,305,35,339,28,34
image_679,0,0.586538,0.772837,234,303,252,340,17,36
image_679,0,0.284856,0.879808,110,345,127,387,16,42
image_679,0,0.887019,0.325721,359,111,377,159,17,48
image_682,0,0.215144,0.551683,67,217,110,242,42,24
image_682,0,0.06851,0.786058,6,310,51,344,44,34
image_691,0,0.370192,0.612981,138,247,168,263,29,16
image_691,0,0.120192,0.229567,17,86,81,103,63,16
image_691,0,0.358173,0.227163,131,85,166,102,34,16
image_692,0,0.269231,0.227163,82,80,142,107,60,27
image_692,0,0.120192,0.479567,17,188,81,209,63,21
image_692,0,0.625,0.230769,236,82,283,108,46,26
image_692,0,0.538462,0.217548,211,82,237,98,26,16
image_692,0,0.739183,0.825721,287,335,328,351,41,15
image_693,0,0.170673,0.638221,53,255,88,274,35,18
image_695,0,0.419471,0.350962,147,133,200,159,53,26
image_695,0,0.418269,0.508413,101,202,245,219,144,16
image_695,0,0.766827,0.501202,278,197,359,219,80,22
image_695,0,0.457933,0.719952,171,284,210,314,39,30
image_695,0,0.08774,0.527644,14,206,57,231,42,24
image_695,0,0.960337,0.33774,383,128,416,151,33,22
image_696,0,0.68149,0.491587,260,195,305,214,44,18
image_696,0,0.760817,0.649038,291,260,340,278,48,17
image_696,0,0.430288,0.816106,154,327,202,352,48,24
image_696,0,0.09976,0.495192,5,196,78,214,73,17
image_698,0,0.204327,0.305288,47,114,122,138,75,23
image_698,0,0.461538,0.3125,149,118,233,141,83,22
image_698,0,0.3125,0.824519,101,331,158,353,57,22
image_698,0,0.126202,0.710337,37,280,67,311,30,30
image_698,0,0.576923,0.512019,231,200,248,224,17,23
image_698,0,0.417067,0.233173,145,88,200,105,55,17
image_698,0,0.574519,0.234375,228,86,248,108,20,21
image_698,0,0.667067,0.596154,259,241,294,255,35,14
image_701,0,0.122596,0.307692,23,120,78,134,55,14
image_701,0,0.092548,0.137019,10,48,66,65,56,16
image_702,0,0.278846,0.561298,106,218,124,248,17,30
image_702,0,0.057692,0.426683,0,160,46,195,46,35
image_702,0,0.822115,0.622596,326,252,356,264,29,11
image_702,0,0.419471,0.653846,167,258,180,284,13,26
image_702,0,0.043269,0.807692,1,329,33,341,31,11
image_702,0,0.965144,0.467548,386,186,416,202,29,15
